Track ID,Area ID,Race Date,Race Year,Race Month,Race day,Race No,Horse Name,Horse Reference No,Jockey,Jockey ID,Trainer,Trainer ID,Owner,Owner ID,Sire,Dam,Dam Sire,Breeder,PP,Age,Sex,Med,Weight,ML Odds,Claim
CT,USA,"March 13, 2025",2025,3,13,4,Time to Rock (WV),10952410,J M Lewis,171969,S R Viands,252690,Jill Daniel,2015031,Uncle Lino,Animation,Flatter,Jill N Daniel,7,4,G,L,124,9/5,
GP,USA,"March 13, 2025",2025,3,13,8,English Law (KY),11148753,E J Zayas,149772,M E Casse,20416,"Gary Barber and Pantofel Stable, LLC (Leonard Schleifer)",2341286,English Channel,Lawless Miss,Posse,Colts Neck Stables LLC,3,3,G,L,121,8/1,
CMR,PR,"March 13, 2025",2025,3,13,5,Run to Bid (KY),11102542,L F Rivera,167809,R   Morales,192962,Sonata Stable,1557076,Improbable,Little Alexis,Mr. Greeley,"WinStar Farm, LLC",6,3,C,L,119,3/1,"$14,000"
FG,USA,"March 13, 2025",2025,3,13,2,One More Time Baby (LA),10983854,E   Nieves,147110,P G West,275715,Kim McGrath and Segundo E. Ortiz,2140767,Apriority,Anytime Baby,Reformer Rally,Kim McGrath & Segundo E. Ortiz,8,4,F,L,125,9/2,"$10,000"
RP,USA,"March 13, 2025",2025,3,13,6,Gotta Pop Eagle (TX),10734513,R   Vega,168894,V   Torres,955190,Marlene Vela,2152185,One Famous Eagle,Gotta Money Pop,Man in the Money,Johnny Trotter,4,6,G,L,126,4/1,"$7,500"
CNL,USA,"March 13, 2025",2025,3,13,6,Cuz Ur Pretty (KY),10798924,J   Rodriguez,138976,R   Sanchez-Salomon,959128,Marcello Rosa,2063404,Sharp Azteca,Without the Risk,Majestic Warrior,Jay Goodwin & Cloyce C Clark Jr.,1,5,M,L,122,5/2,"$50,000"
FG,USA,"March 13, 2025",2025,3,13,7,April's Gem (KY),10251603,"M   Pedroza, Jr.",141890,E   Lopez,971250,Rigo Rosas and Jose A. Martinez,2336440,Gemologist,Opera Song,Unbridled's Song,Tony Holmes & Dr. & Mrs. Walter Zent,1,8,M,L,120,8/1,"$10,000"
CNL,USA,"March 13, 2025",2025,3,13,6,Poetica (KY),10790856,A   Cruz,153319,P   Eurton,531,"C R K Stable, LLC",917302,Speightstown,Poetic Justice,Pioneerof the Nile,"Burleson Farms, Sequel Thoroughbreds &Louis Trudel",2,5,M,L,122,6/1,
FG,USA,"March 13, 2025",2025,3,13,2,Brand Bois (LA),11159738,J P Vargas,144726,A   Journet,973758,Aaron Christopher Smith,2362348,Gemologist,Lavender Sea,Woodman,Robicheaux Ranch,9,4,F,L,125,10/1,"$10,000"
RP,USA,"March 13, 2025",2025,3,13,6,Run Julie B (OK),11042574,J A Flores,145452,L   Villafranco,46029,Palomino Trucking Inc. (Miguel Palomino),1930008,Bp Run Cartel Run,Missjulyb,Freighttrain B,Palomino Trucking Inc,5,5,M,L,126,3/1,"$10,000"
FG,USA,"March 13, 2025",2025,3,13,7,Flight Control (NY),10984494,J   Barbosa,170757,R   Atras,268367,Rob Atras,1852816,Air Force Blue,Senorita Margarita,Elusive Quality,Kenny Toye,2,4,F,L,120,6/1,
CMR,PR,"March 13, 2025",2025,3,13,5,Minister Cat (LA),11097868,J G Robles,155324,M   Gomez,191091,Est. Quintana,1106670,Hamazing Destiny,Stormin' Taffy,Seeking the Dia,Raintree Farm Racing LLC,7,3,C,L,119,10/1,"$14,000"
GP,USA,"March 13, 2025",2025,3,13,2,Chill Bean (FL),11100100,J   Alvarado,125057,P L Biancone,195754,Amy E. Dunne and Patrick L. Biancone Racing LLC (Patrick L. Biancone),2281365,Gunnevera,Where's Kate,Gone Astray,Amy E. Dunne & Ciaran G. Dunne,7,3,F,L1,118,10/1,"$12,500"
GP,USA,"March 13, 2025",2025,3,13,8,Alinao Forever (KY),11134056,"I   Pimentel, Jr.",172237,"V   Barboza, Jr.",954073,Jueves Car Rental Corp.,2364919,Yoshida (JPN),Caribbean Sea,Hard Spun,"WinStar Farm, LLC",4,3,G,L,118,15/1,
FG,USA,"March 13, 2025",2025,3,13,2,Cupie Cutie (LA),10594036,"J   Ramirez, Jr.",173888,J   Ramirez,968673,Erika N. Turrubiates Lopez,3079716,Star Guitar,Stingray City,Hard Spun,"Love Partnership Interests, L. P.",10,6,M,L,1205,5/1,"$10,000"
CNL,USA,"March 13, 2025",2025,3,13,6,Summer Odds (MD),10460215,T   Lyapustina,152275,D L McClure,8410,Diana L. McClure,1092643,Despite the Odds,Summer Wind Haley,Rock Slide,Holly House Farm,3,7,M,L,122,30/1,
RP,USA,"March 13, 2025",2025,3,13,6,Smile and Be Happy (OK),10679564,"D   Alvarez, Jr.",170993,T   Wilson,945003,Tonja A. Wilson,2211767,Send a Candy Guy,Regal Stella,A Regal Choice,Patricia G Miller,6,7,G,L,126,7/2,"$10,000"
CMR,PR,"March 13, 2025",2025,3,13,6,Marabod (PR),10943123,E   Pastrana,176174,J A Casablanca,212586,Tarrats NACC Racing,2267754,Watershed,Principessa,Billions,Potrero Los Llanos Inc.,1,4,C,L,1107,10/1,"$4,000"
GP,USA,"March 13, 2025",2025,3,13,8,Attack (KY),11138462,D   Davis,149157,M E Casse,20416,"D. J. Stable, LLC (Leonard Green)",776542,Munnings,Ammannati (IRE),Galileo (IRE,Alexander-Groves Thoroughbreds,5,3,G,L,121,4/1,
FG,USA,"March 13, 2025",2025,3,13,7,Midnight Bella (KY),10281709,J A Guerrero,156867,S   Wilson,158558,Mercy Man Racing (Dylan R. Robson),2175445,Midnight Lute,Awesome Bella,Awesome Again,DP Racing,3,8,M,L,120,12/1,"$10,000"
GP,USA,"March 13, 2025",2025,3,13,2,Shaboujee (KY),11169223,L   Panici,51790,J   Engler,268213,"Average Joe Racing Stables, Ltd. (Christopher Britton)",1978708,Union Rags,Stormy Antics,Stormy Atlantic,"Gary Broad - Walmac Farm, LLC",8,3,F,,118,20/1,"$12,500"
FG,USA,"March 13, 2025",2025,3,13,7,Im Singled Up (KY),10794021,B   Curtis,147222,T   Morley,946670,Thomas Morley and Nathan McCauley,2367631,Collected,Ardara,Arch,"Woodford Thoroughbreds, LLC",4,5,M,L,120,5/1,"$10,000"
CNL,USA,"March 13, 2025",2025,3,13,6,Mendys Honey (WV),11003030,P   Lopez,127153,A   Farrior,278193,"Ultra Championship Racing, LLC",1839749,Mendelssohn,Honey Chile,Invisible Ink,James F. Miller,4,4,F,L,122,9/2,
CMR,PR,"March 13, 2025",2025,3,13,6,Harlan's Star (PR),10985423,Y   Rodriguez,176177,J   Rivera,968484,Humacao Racing,1492088,Harlan's Pure,Masai,Fappiano's Star,"Hacienda Los Nietos, Inc.",2,4,C,L,1137,9/5,"$4,000"
GP,USA,"March 13, 2025",2025,3,13,2,Blazin' Praline (MD),11124017,R   Maragh,109379,H   Collazo,121439,"Henco, Inc. and Israel Chavez",2363511,Eclipticalspraline,Sonny's Pharoah,Pioneerof the Nile,Maria Haire,9,3,F,L,118,30/1,"$12,500"
CT,USA,"March 13, 2025",2025,3,13,5,Sunny Sunshine (MD),11011631,J M Lewis,171969,A   Farrior,278193,Richard Burnsworth,1611979,Bourbon Courage,Special Salute,Rock Slide,Michael J. Harrison DVM,1,4,F,L,122,6/1,"$5,000"
GP,USA,"March 13, 2025",2025,3,13,2,Splash Dive (NJ),11102498,J E Morelos,169518,J M Antonucci,273331,Isabelle de Tomaso,814734,Funtastic,Swimming (IRE),Holy Roman Emperor (IRE,Isabelle de Tomaso,10,3,F,L,118,5/1,"$12,500"
CT,USA,"March 13, 2025",2025,3,13,5,Breaking Bullet (FL),10801228,F   Peltroche,107140,D   Walters,4479,"The Four Horsemen Racing Stable, Inc. (John Kasbar) and Lady Lindsay Racing Stables (Vivian Lindsay)",2038911,Bullet Gone Astray,Intermission,More Than Ready,The Four Horsemen Racing Stable Inc.,2,5,M,L,120,5/1,"$4,500"
FG,USA,"March 13, 2025",2025,3,13,7,Berlaine (KY),10952445,D H Magnon,161180,R   Magnon,964705,Jason G. Grudzien,926946,Congrats,Cash Return,Proud Citizen,Klein Racing,5,4,F,L,124,7/2,
GP,USA,"March 13, 2025",2025,3,13,8,Bakers Street (KY),11183536,T   Gaffalione,154538,A   Sano,252575,Cloud Nine Lumoni (Luis Ortiz),1869426,Candy Ride (ARG),Rebecca's Surprise,Marino Marini,Buck Pond Farm Inc. & Rob Auerbach,6,3,C,L,121,8/1,
CNL,USA,"March 13, 2025",2025,3,13,6,My Flicker (MD),10473448,J   Toledo,150151,B T Russell,964896,"The Elkstone Group, LLC",1314062,Great Notion,Explosive Prospect,Fortunate Prospect,Country Roads Ltd.,5,7,M,L,122,3/1,"$50,000"
RP,USA,"March 13, 2025",2025,3,13,7,Linda Cartel (OK),11239894,R   Cruz,168313,J R Ruiz,971283,Gary Vaughan,1309842,Coronado Cartel,Lady Joy,Real Visions,Gary Vaughan,1,3,F,L,124,5/1,
GP,USA,"March 13, 2025",2025,3,13,8,Hello Hello Hello (KY),11171861,J   Alvarado,125057,R B Spatz,3122,"Carrie L. Brogden, Stephen Screnci, Ronald B. Spatz and Ryan Fubini",2356384,Echo Town,Mystic Miracle,Unbridled's Song,"Machmer Hall, Carrie Brogden & CraigBrogden",7,3,F,L,116,5/2,
CNL,USA,"March 13, 2025",2025,3,13,6,Mattitude (MD),10423036,W   Hamilton,161951,J J Magana,969878,Pepe Stable and J L M Jacona Stable,2237924,Great Notion,Girls Got Rhythum,Zensational,"WWCD, LLC",6,7,M,L,122,20/1,"$50,000"
FG,USA,"March 13, 2025",2025,3,13,3,Jerry's Eighty (KY),10628169,E   Nieves,147110,J O Duhon,2388,"Dream Walkin' Farms, Inc. (Tonni Covel)",1225660,Palace,Cobb Sue,Tale of the Cat,"Dream Walkin' Farms, Inc.",1,6,G,L,120,6/1,"$30,000"
FG,USA,"March 13, 2025",2025,3,13,7,Sweet Sassicaia (LA),10647132,A   Green,156204,L   Thomas,271990,"Elite Thoroughbred Racing, LLC (Michele Rodriguez)",1632649,Sassicaia,Dinner At Arlene's,Forestry,Michele Rodriguez,6,6,M,L,117,9/2,
CNL,USA,"March 13, 2025",2025,3,13,6,Golden Rocket (NY),10616078,M J Sanchez,151624,J   Ness,164292,"Madison Avenue Racing Stable, Inc., Morris E. Kernan, Jr. and Jagger Inc.",2336799,Alpha,Taty's Gold,Touch Gold,Ballybrit Stables,7,6,M,L,122,5/1,"$50,000"
GP,USA,"March 13, 2025",2025,3,13,2,Lovelady Bolt (KY),11122794,M J Husbands,171620,K   O'Connell,3007,Acclaimed Racing Stable (Michael Berry),776365,Bolt d'Oro,Rather Beautiful,Malibu Moon,Judy Hicks,11,3,F,L,1117,30/1,"$12,500"
CT,USA,"March 13, 2025",2025,3,13,5,Unconscious Mind (MD),10846638,J D Acosta,101167,R E Davis III,2960180,Russell E. Davis III,1253817,War Dancer,Miss Golden Freud,Freud,Wes Carter,3,5,M,L,122,10/1,"$5,000"
RP,USA,"March 13, 2025",2025,3,13,7,Cheap Lil Pyc (OK),11283959,G R Valles Jr.,158864,R A Enlow,44221,Chad Enlow,1845878,Little Pyc,Cheapy,Desirio,"Enlow, Chad",2,4,F,L,126,20/1,
CMR,PR,"March 13, 2025",2025,3,13,6,A. P. Firmamento (PR),11032261,J   Garcia,151156,C   Ramirez,973715,Casan Racing Stud,1501381,Moon Over a Beauty,Classic Princess,Gulch,Maria T. Baragano,3,4,C,L,119,7/2,"$4,000"
CT,USA,"March 13, 2025",2025,3,13,5,Curb (MD),11142461,C   Maldonado,174172,R W Brown,4411,Ronney W. Brown and Robert Gerczak,2360061,Barbados,Caramore,Purge,Shamrock Farm,4,3,F,L,1135,2/1,"$5,000"
FG,USA,"March 13, 2025",2025,3,13,7,Pasta Salad Rhonda (KY),10776005,M   Murrill,151536,M   Robertson,40298,John Mentz and Hugh H. Robertson,1853752,Free Drop Billy,Adios Caballero,El Prado (IRE,Terry Hamilton,7,5,M,L,120,10/1,"$10,000"
GP,USA,"March 13, 2025",2025,3,13,2,Mean to Me (FL),11115548,E   Gonzalez,136260,M   Drexler,224281,Bruno Schickedanz,737934,Girvin,Aunt Tinsey,Uncle Mo,Cynthia Cauffman,12,3,F,L,118,7/2,"$12,500"
FG,USA,"March 13, 2025",2025,3,13,3,Mr McGregor (KY),10744997,"M   Pedroza, Jr.",141890,Y   Munoz,974477,Thomas E. Sherman,784406,Into Mischief,Sweet Bliss,Street Cry (IRE,"Wygod Equine, LLC",2,5,G,L,120,6/1,"$30,000"
CMR,PR,"March 13, 2025",2025,3,13,6,Cronos Heart (PR),10992068,J   Rodriguez,162746,C   Ramirez,973715,Hacienda Lyazul,2366321,Clearly Now,Tambourine Queen,Giant's Causeway,"Roig, LLC",4,4,C,L,117,5/1,"$4,000"
RP,USA,"March 13, 2025",2025,3,13,7,Frionas Turnpike (OK),11425872,R   Vega,168894,M   Whitekiller,38552,Apple R Racing (Timothy Reid),2025852,Painted Turnpike,Princess Friona,Ausual Suspect,"Hawk, Bryan",3,3,F,L,124,9/2,
CT,USA,"March 13, 2025",2025,3,13,5,Buckfast Abbey (NY),10959576,A J Bocachica,172509,N   Agnew,270524,Nomad Farm Training and Sales LLC (Naoise Agnew),2103826,Majestic City,Shining Jewel,Gulch,Barry R. Ostrager,5,4,F,L,122,9/2,"$5,000"
FG,USA,"March 13, 2025",2025,3,13,3,Boss' Dialin In (KY),10593355,A   Suarez,147113,J O Duhon,2388,Robert Joseph and Dana Salome,2138926,Dialed In,Lady Vi,Tale of the Cat,"Redmon Farm, LLC",3,6,G,L,120,5/2,"$30,000"
FG,USA,"March 13, 2025",2025,3,13,3,Peso in My Pocket (KY),10637251,S   Munoz,173237,Y   Munoz,974477,Yovani Rustrian Munoz,2114404,Secret Circle,Ready Set Dance,Ready's Image,"Dream Walkin' Farms, Inc.",4,6,G,L,120,5/1,"$30,000"
FG,USA,"March 13, 2025",2025,3,13,7,Dashyns Dream (KY),10817710,V   Del-Cid,170437,J J Gelner,972444,Mark Norman,1911887,Tu Brutus (CHI),Calamari,Storm Boot,"Pope McLean, Marc McLean &Pope McLean Jr.",8,5,M,L,122,8/1,
CMR,PR,"March 13, 2025",2025,3,13,6,Lolito (PR),10938262,E   Ramirez,113722,"E   Texidor, Jr.",282369,"Skull Stable, LLC",2200159,Hockenheim,Linda Lola,Albert the Gold,Ramon Lopez,5,4,C,L,117,3/1,"$4,000"
CT,USA,"March 13, 2025",2025,3,13,5,Bankers Rose Gold (NY),10979324,G   Larrosa,106518,O   Smith,953571,Roger B. Sterling,1084916,Central Banker,Ruedelarose,Street Sense,"Hidden Lake Farm, LLC & Recapture LLC",6,4,F,L,122,20/1,"$5,000"
RP,USA,"March 13, 2025",2025,3,13,7,Sw Ares (OK),11292253,"J A Mares, Jr.",168775,Z N Rios,945046,Francisco Rene Villarreal,1002871,Awesome Chrome,Snowbound Lady Bug,Snowbound,"Wingfield, Sherry A",4,4,C,L,126,20/1,
CNL,USA,"March 13, 2025",2025,3,13,6,Best Cupcake (IN),11007073,K   Davis,152844,M E Lauer,1054,Bruce Lunsford and Penny S. Lauer,2310888,Oscar Performance,Hey There Cupcake,Prized,"Penny S. Lauer, Michael E. Lauer &Amerman Racing LLC",8,4,F,L,122,5/1,
RP,USA,"March 13, 2025",2025,3,13,7,El Gran Martino (OK),11443536,M   Delgado,152142,D   Keener,46030,Jimmy Maddux,1250775,Painted Turnpike,Martinis N Bikinis,Red Storm Cat,"Kelly, J Garvan/j Lloyd Yother",5,3,G,L,124,4/1,
CMR,PR,"March 13, 2025",2025,3,13,6,Nevado (PR),11035795,C   Rivera,170756,"J   Cartagena, Jr.",191136,Artcom Stud,1095322,Moon Over a Beauty,Peta Hunt,Dove Hunt,"Productos Agricolas del Sur, Inc.",6,4,C,L,117,4/1,"$4,000"
FG,USA,"March 13, 2025",2025,3,13,3,Captivating Boy (FL),10817494,C   McMahon,143666,K   Segura,190106,Howard Romero,738561,Uncaptured,Lilly Marlene,Lost Soldier,Dee Ellen Cook & Suzette Parker,5,5,G,L,120,6/1,"$30,000"
FG,USA,"March 13, 2025",2025,3,13,7,Start Singing (MN),10663678,J   Loveberry,117079,S   Duke,229444,"Michael J. Almerico, II",1486987,Declaration of War,Puffle Feathers,Tiznow,"Suzanne Stables, LLC",9,6,M,L,120,10/1,"$10,000"
GP,USA,"March 13, 2025",2025,3,13,9,Cosmic Impact (KY),11145075,M J Husbands,171620,P   Lutchman,264746,"Anne-33, LLC (Anne Marie Lutchman)",2165079,Brody's Cause,Wind Strike,Smart Strike,Joe Hoffman & Carol Hoffman,1,3,C,L,1117,50/1,"$17,500"
RP,USA,"March 13, 2025",2025,3,13,7,To the Wire (OK),11443533,R   Raudales,167159,D   Keener,46030,Jeff Adams,1509319,Crm Livewire,Game Show Doll,Game Patriot,"Adams, Jeff",6,3,G,L,124,6/1,
FG,USA,"March 13, 2025",2025,3,13,3,Burninhunkoflove (KY),10596948,J L Ortiz,147108,J   Sharp,951499,Baron Racing Stables (Dwight D. Baron),2310855,Munnings,Sicaria,Denman (AUS,James D. Osgood &Watershed Bloodstock LLC,6,6,G,L,122,3/1,"$30,000"
GP,USA,"March 13, 2025",2025,3,13,9,Cryptonym (FL),10969623,E   Gonzalez,136260,D C Hurtak,28453,Daniel C. Hurtak,1088794,Hello Broadway,Bossbabygirl,Take Charge Indy,Ups and Downs Farm & Rohan Crichton,2,4,G,L,125,15/1,"$17,500"
FG,USA,"March 13, 2025",2025,3,13,3,Gilmore (KY),10802958,A   Concepcion,172497,J   Sharp,951499,Jeanine M. Cumiskey,1344020,Twirling Candy,My Surfer Girl,Henny Hughes,Dividing Ridge Farm,7,5,G,L,120,6/1,"$30,000"
RP,USA,"March 13, 2025",2025,3,13,7,Valiant Anthem (OK),11455746,C   Wainscott,132427,J R Ruiz,971283,Sonja Berry and John M. McGraw,2302546,Jess Being Valiant,Waka Waka,Furrtreeous,Sonja Berry,7,3,G,L,124,10/1,
FG,USA,"March 13, 2025",2025,3,13,7,Trouble With Sugar (VA),11004211,E   Nieves,147110,J   Wong,952853,Brent J. Malmstrom,2217377,World of Trouble,Miss Spinks,Rock Hard Ten,Knockgriffin Farm,10,4,F,L,120,10/1,
GP,USA,"March 13, 2025",2025,3,13,3,Down in the Bayou (FL),10998004,E   Jaramillo,85995,O M Gonzalez,235191,Vicente Stella Stables LLC (Vicente Stella),1851212,Bahamian Squall,Bayou's Legacy,Hear No Evil,Jacks or Better Farm Inc.,1,4,F,L,122,2/1,"$8,000"
GP,USA,"March 13, 2025",2025,3,13,3,Princess Miss Emil (NY),10964961,M J Husbands,171620,P   Lutchman,264746,"Anne-33, LLC (Anne Marie Lutchman)",2165079,Bellamy Road,Laughing Falcon,Aljabr,Pat Madden LLC,2,4,F,L,1157,4/1,"$8,000"
GP,USA,"March 13, 2025",2025,3,13,9,Renege (KY),11168650,M A Vasquez,155088,J   Garoffalo,162152,Bruno Schickedanz,737934,Broken Vow,Cayman Sunrise,Petionville,"Anzac LLC, Respite Farm & Terlep",3,3,G,L,118,20/1,"$17,500"
CMR,PR,"March 13, 2025",2025,3,13,6,Grand Dream (PR),10978914,O Y Adorno,169119,D   Encarnacion,261725,D C Racing,1420153,Dreaming of Gold,Fascinatin West,Elusive Chris,"Hacienda Los Nietos, Inc.",7,4,F,L,119,2/1,"$4,000"
CT,USA,"March 13, 2025",2025,3,13,5,Lovely Lucy (MD),11064892,J   Rivera,109420,M   Ramos Agosto,949112,Carlos A. Rivera-Padilla,1684944,Barbados,Freeway Fun,Awesome Again,Robert Gerczak,7,4,F,L,120,3/1,"$4,500"
CNL,USA,"March 13, 2025",2025,3,13,7,Firstlady Rosalynn (KY),10962265,J   Toledo,150151,B T Russell,964896,"Glassman Racing, LLC",2279455,Munnings,Gris Gris,Spring At Last,Fleur de Lis Stables,1,4,F,L,122,6/1,
CT,USA,"March 13, 2025",2025,3,13,5,Hidden River (VA),11129444,A   Radcliffe,173857,M G Atkins,17334,Mary Cronk,1544392,Long River,Rockabye Bayzee,Rock Slide,Mary C. Cronk,8,4,F,L,1157,20/1,"$5,000"
GP,USA,"March 13, 2025",2025,3,13,9,Ragman (FL),10793703,E   Perez,129141,J   Collins,227698,Johnny Collins and Robert E. Collins,2357622,Treasure Beach (GB),Rate Change,Exchange Rate,Helen Barbazon & Joseph Barbazon,4,5,G,L,125,5/1,"$17,500"
FG,USA,"March 13, 2025",2025,3,13,7,Rosie's Angus (KY),10922309,C J Hernandez,123498,S   Breaux,2532,Verland Prather,738916,The Player,Lightning Rosie,Stormy Atlantic,J. Verland Prather,11,5,M,L,120,6/1,"$10,000"
RP,USA,"March 13, 2025",2025,3,13,7,Shadowing Pt (OK),11425851,F   Calderon,145534,M   Whitekiller,38552,Bryan L. Hawk,1644435,Painted Turnpike,Sadies Shadow,Judys Lineage,"Bowlan, Charles J ""chuck""",8,3,G,L,124,3/1,
GP,USA,"March 13, 2025",2025,3,13,3,Vanishing Wish (FL),10966293,J M Rios,86192,R   Sierra,974200,"Just For Fun Stable, Inc. (Ruben Sierra)",2668273,Neolithic,Vanishing Lady,Northern Afleet,"Just For Fun Stable, Inc.",3,4,F,L,122,9/2,"$8,000"
GP,USA,"March 13, 2025",2025,3,13,9,Doctor's Orders (FL),11024804,D   Davis,149157,M E Casse,20416,"D. J. Stable, LLC (Leonard Green)",776542,Awesome Slew,Yes It's Valid,Yes It's True,Sherry R. Mansfield & Kenneth H. Davis,5,4,G,L,125,7/5,"$17,500"
CNL,USA,"March 13, 2025",2025,3,13,7,Three Coats (IN),11007087,K   Davis,152844,M E Lauer,1054,Penny S. Lauer,801532,Paynter,Triple A,Archarcharch,Michael E. Lauer & Penny S. Lauer,2,4,F,L,122,7/2,
FG,USA,"March 13, 2025",2025,3,13,7,Pat Hand Girl (LA) (MTO),10637303,F   Astudillo,172053,K L Hargrave,20162,Patricia Harden and Randall Hargrave,2106422,Hard Aces,Sorcerer's Appeal,Sorcerer's Stone,Randall J. Hargrave,12,6,M,L,1125,12/1,
RP,USA,"March 13, 2025",2025,3,13,7,Mh Cold Nights (OK),11463412,J D Brooks,233,K   Willis,237914,Mary L. Hainline,1892992,The Marfa Lights,Personal Ensign,Country Quick Dash,"Hainline, Mary L",9,3,F,L,124,10/1,
CMR,PR,"March 13, 2025",2025,3,13,7,Jefatura (PR),10935320,"J   Diaz, Jr.",165578,J D Velez,231740,Est. Moderniza,2047319,Believe in Royalty,Johannesboom,Johannesburg,Potrero Los Llanos Inc.,1,4,F,L,120,3/1,"$20,000"
CNL,USA,"March 13, 2025",2025,3,13,7,Fuhgeddaboudit (MD),10582702,M J Sanchez,151624,J   Ness,164292,"Madison Avenue Racing Stable, Inc., Morris E. Kernan, Jr. and Jagger Inc.",2336799,Great Notion,Outwithbigdaddy,Outflanker,No Guts No Glory farm,3,6,M,L,122,20/1,"$50,000"
GP,USA,"March 13, 2025",2025,3,13,9,Dynamic Empire (KY),11000018,J   Trejos,167566,V   Russo,3705,Clearmar Racing (Victor Russo),2987120,Maximus Mischief,Yamato Damashii,Tiznow,Gil Masters,6,4,G,L,125,10/1,"$17,500"
CMR,PR,"March 13, 2025",2025,3,13,7,Lisandra My Love (PR),10732748,E   Ramirez,113722,K   Velez,963580,FBC Racing,2327422,Tiz Shea D,Jet Bala,Benny the Bull,Jose A. Llavona,2,5,M,L,116,5/1,"$20,000"
GP,USA,"March 13, 2025",2025,3,13,3,One Smokin' Rita (CA),10818862,J E Morelos,169518,O M Gonzalez,235191,Vicente Stella Stables LLC (Vicente Stella),1851212,Smokem,Clara's Dream,Drosselmeyer,Terry C. Lovingier,4,5,M,L,122,9/5,"$8,000"
FG,USA,"March 13, 2025",2025,3,13,4,Southscape (LA),10983576,D   Cannon,156132,S   Wilson,158558,"Robin Lane Thoroughbreds, LLC (William D. Hughes, Michelle Hughes and Monia Bos)",2106811,Apriority,On Her Terms,Mizzen Mast,"Robin Lane Thoroughbreds, LLC",1,4,G,L,125,3/1,"$50,000"
FG,USA,"March 13, 2025",2025,3,13,7,Bar Tap (KY) (MTO),10295725,J L Rodriguez,2932543,E A Mojica,969120,"Mojica Stables, Inc. (Edith and Alfredo Mojica)",2140291,Jack Milton,Tap for Luck,Tapit,"Dream Walkin' Farms, Inc.",13,8,M,L,120,6/1,"$10,000"
GP,USA,"March 13, 2025",2025,3,13,3,Our Fortune Cookie (FL),10763182,E   Perez,129141,S   Dye,234895,Kevin Frija,2315757,Hard Spun,Sweet Fortune,Candy Ride (ARG,Live Oak Stud,5,5,M,L,122,20/1,"$8,000"
FG,USA,"March 13, 2025",2025,3,13,4,Toni's Inferno (LA),10966425,C J Hernandez,123498,S   Breaux,2532,Bienvenu Racing (Ellis Bienvenu),2017801,Flameaway,Toni's Day,Five Star Day,Ellis Bienvenu & Peggy Bienvenu,2,4,G,L,125,6/1,"$50,000"
GP,USA,"March 13, 2025",2025,3,13,3,Divine Encounter (FL),10576555,M   Nicholls,176060,L   Minott,277897,Daniella J. Philip,2230587,Prospective,Alhambra Circle,Rock Hard Ten,Peter Philip,6,7,M,L,1157,20/1,"$8,000"
GP,USA,"March 13, 2025",2025,3,13,9,Prince David (FL),10979281,R   Rojas,159339,F B Labo,3175,Thimbiyola Racing LLC (Colin S. Browne),2345207,Adios Charlie,Cape Ann,Rockport Harbor,Colin Browne,7,4,G,L,125,12/1,"$17,500"
CMR,PR,"March 13, 2025",2025,3,13,7,Nina Coral (PR),10263243,C J Rodriguez,176173,G   Escobar,249128,Est. El Se̱orial,1100800,Galvan,Gliding Margery,Honor Glide,Potrero Hermosura,3,8,M,L,1117,9/2,"$20,000"
RP,USA,"March 13, 2025",2025,3,13,7,Gangster Grip (OK),11425886,A   Rivera,167118,R R Read,165454,Michael Read,1362855,Kvn Corona,Easy On the Grip,Easy On Cash,"Howard, James & Wendy",10,3,G,L,124,15/1,
CNL,USA,"March 13, 2025",2025,3,13,7,Happy Clouds (KY),10804689,J D Acosta,101167,R A Gillespie,248010,Timothy Freitag,1477368,Paynter,Two to One,Yesbyjimminy,Robert B. Tillyer & Dr. Chet Blackey &Sebastien Murat,4,5,M,L,122,15/1,"$50,000"
FG,USA,"March 13, 2025",2025,3,13,4,Blame Me Seriously (LA),10982143,C   McMahon,143666,S   Wilson,158558,Rebecca Wilson,970369,Blame,Serious Steam,Distorted Humor,Craig Drago,3,4,C,L,125,6/1,"$50,000"
CMR,PR,"March 13, 2025",2025,3,13,7,Bella Ilusion (PR),10974652,J   Navarro,135581,J   Lisboa,242507,Solivan Racing,1535503,English Channel,Love Thy Kitten,Kitten's Joy,"Hacienda Los Nietos, Inc.",4,4,F,L,117,10/1,"$20,000"
CT,USA,"March 13, 2025",2025,3,13,6,Harpersgonefishing (WV),10930455,J   Rivera,109420,L   Dollinger-Stehr,137734,T. W. Stables LLC (Tony A. Stehr),1340157,J J's Lucky Train,Sydneys Astral Hat,Garnered,Hasty Rebel Stables,1,5,G,L,124,20/1,"$10,000"
GP,USA,"March 13, 2025",2025,3,13,3,Windrush (FL),10947031,E   Gonzalez,136260,L M Ramirez,277553,Luis M. Ramirez,1482493,Coal Front,Defying Gravity,Wildcat Heir,Tracy Pinchin & Kenneth D'Oyen,7,4,F,L,122,8/1,"$8,000"
CNL,USA,"March 13, 2025",2025,3,13,7,Susan's Mule (KY),10956132,V R Carrasco,150158,C A Mancilla,270667,Michael Scheffres,2014641,Army Mule,Mezcalita,Pioneerof the Nile,"Elevage II, LLC & St. Elias Stables LLC",5,4,F,L,122,9/2,"$50,000"
